id,name,power,price,type,level,width,desc
61532146db5008102f9f77ea,The Creeper,90000,0,basic,0,2,
61532146db5008102f9f77f0,DJ Roller,85000,0,basic,0,2,"The music of your victory and your coins rolling to your wallet! Amazing sound and beautiful design. Oh, and it is also a miner."
61532146db5008102f9f77ed,The Nemesis,450000,0,basic,0,2,"Best enemy to poverty and hunger, The Nemesis looks perfect in the center of your room. If you see tentakles move – please close your eyes."
61532146db5008102f9f77ef,Shifter,40000,0,basic,0,2,"Mimics The Nemesis sometimes, but only when you do not see. You may keep your eyes opened all the time – he never closes his."
61532146db5008102f9f77f2,The Womb,60000,0,basic,0,2,The Bloodthirsty Beast of ancient depth was called to serve to its owner. Take him and watch your rewards rising!
61532146db5008102f9f77ec,Prescilla,100000,0,basic,0,2,A beautiful creature of extraterrestrial civilizations just in the middle of your mining room.
61532146db5008102f9f77f1,Pepperoni 10K,1500000,0,basic,0,2,Make a Pepperoni buy you pepperoni. Did you know that a pizza was the first actual purchase made using 10K bitcoins?
61532146db5008102f9f77eb,Nucleus,100000,0,basic,0,2,Just see how it glints and sparkles. The pure beauty!
61532146db5008102f9f77f5,Drifter,24000,0,basic,0,1,"Just like the Strider, who turned out to be King Aragorn, this Drifter is much more than the eye can see. All that is gold does not glitter."
61532146db5008102f9f77f7,Grum,40000,0,basic,0,1,"Designed to scary away everyone who is here for your coins. Warm and gentle inside, good for mining any type of crypo. We mean, crypto."
61532146db5008102f9f77f4,Shrumee,22000,0,basic,0,1,"Just a box of coin-greedy shrooms, which would mine for you only. Make sure to feed them with all your love (not included in the box)."
61532146db5008102f9f77f6,Guts,40000,0,basic,0,1,"Do not let them crawl around, or they will turn everything into coins. We won't be able to bring your dog or any family members back."
61532146db5008102f9f77f9,Blaize,26000,0,basic,0,1,"A proven magical artefact created to make your room shine! Originally established for mining anything shiny, including coins."
61532146db5008102f9f77f3,The Krank,60000,0,basic,0,2,The Womb's twin brother. Two are better than one!
61532146db5008102f9f77f8,Nuc,26000,0,basic,0,1,A life-bringing nuclear technology is now available in a form of a cute little cracked crystal.
6153219f1d4f0d103db3a6ad,Singularity,1000000,0,basic,0,2,"Your own way to the Event Horison, where all the wealth, happiness and big bucks are waiting for you to take them! Dark Star Series Miner."
617965be67433d2dc533871b,FB-i,50000,0,basic,0,2,Rollers had the strength to survive without FB logins for the whole month! Special Reward for No-Login Survivors 2021.
618d1dda8f5ef2744b7d237e,Overgrown,100000,0,basic,0,2,"Old, but not less powerful, this miner stood at the origins of the crypto mining era. Time-tested quality!"
618d1dda8f5ef2744b7d237d,TLM-2000,450000,0,basic,0,2,"Temptating-Luxury-Miner-2000 is actually the best one. Get one, relax, and see your wallets grow!"
618d1dda8f5ef2744b7d2381,The Blubber,35000,0,basic,0,2,"The filling may be confused with lava, but it is just some jelly-fish fat. Good for moisturising the miner to make it work better. Neutral smell."
618d1dda8f5ef2744b7d2380,Armageddon,35000,0,basic,0,2,We had to collapse a few planets to create a perfect formula of this miner. But it is totally worth it!
618d1dda8f5ef2744b7d237f,XLZ-1,100000,0,basic,0,2,"XL is for 40,000, Z adds a zero, and we forgot how to write -1 in roman digits. So, 399,999 coins is the theoretical limit, will you test?"
618d1dda8f5ef2744b7d2382,Lava-Tomb,35000,0,basic,0,2,"Eco-friendly, pure natural earth energy packed by hamsters to a nice tomb for your mining purposes."
618d1dda8f5ef2744b7d2384,The Blup,26000,0,basic,0,1,"Sure you want to put it next to your Lava-Box to make a perfect tandem! Also, it sounds nice. Blup."
618d1dda8f5ef2744b7d2385,The Lush,24000,0,basic,0,1,"Never expected a weird bush to mine coins, huh, my sweet summer child? Caution: do not water."
618d1dda8f5ef2744b7d2383,Lava-Box,26000,0,basic,0,1,"Just like lava-lamp, but much more fun! You ever wanted to play ""The floor is lava""?"
618d1dda8f5ef2744b7d2386,XLZ-01,22000,0,basic,0,1,"Please accept our apologies, since the hamster who knew what are the letters in the name of the miner is on vacation after building this one."
61b9cce178d63d64cd626fc9,The Christmas Eve,400000,0,basic,0,2,"As powerful as The Christmas Spirit, this miner is worth waiting the whole year! Did you get on Santa’s nice list to receive it? Christmas Time Series Miner."
61b9cce178d63d64cd626fca,Santa’s Flyer,250000,0,basic,0,2,"Quick and powerful just like Santa’s reindeers, this miner will bring you power and joy! Christmas Time Series Miner."
61b9cce178d63d64cd626fcb,Granny’s Cake,125000,0,basic,0,2,It was baked to a secret Grandma’s recipe. Mix of sweetness and power that is truly impressive. Just give it a try! Christmas Time Series Miner.
61b9cce178d63d64cd626fcc,Dasher’s Sled,75000,0,basic,0,1,The fastest reindeer of the whole pack will take you to the new level of crypto mining. Christmas Time Series Miner.
61b9cce178d63d64cd626fcd,Gingerbread,75000,0,basic,0,1,What's Christmas without candies? Get into the full holiday mining spirit with a couple of gingerbreads! Christmas Time Series Miner.
61b9cce178d63d64cd626fcf,First Class,270000,0,basic,0,2,"First Class features large exterior windows, plush furniture, and climate control for comfort. Find your seat and enjoy the ride!"
61b9cce178d63d64cd626fd1,Snowy Blowy,65000,0,basic,0,2,"Snowy and blowy, freezy and sneezy. No matter how you feel about winter, you are sure to enjoy this miner!"
61b9cce178d63d64cd626fce,Polar Express,270000,0,basic,0,2,Choo-choo! Are you ready for the magical ride to the Land of Christmas cheer? This is your golden ticket!
61b9cce178d63d64cd626fd0,Jelly Bones,26000,0,basic,0,2,"If you listen closely, you can hear the sound of a ban-hammer dropping. This miner was named after Jellybones in our Discord community."
61b9cce178d63d64cd626fd2,The Evergreen,60000,0,basic,0,2,Didn't get time to put up a Christmas tree yet? This miner is decorated with vintage glass ornaments and bells to brighten up your mining room.
61b9cce478d63d64cd626fdd,Tinsel Town,22500,0,basic,0,2,A place that shines with holiday cheer and makes all your dreams come true. Welcome to Tinsel Town!
61b9cce478d63d64cd626fde,Box of Wonders,20000,0,basic,0,2,That's exactly what you asked Santa for.
61b9cce478d63d64cd626fe0,Candy Box,10000,0,basic,0,1,Just a small box of chocolates in case you want to make life taste a little bit sweeter.
61b9cce478d63d64cd626fdf,Purple Snowflake,10000,0,basic,0,1,"Softly they flow, where do they go?"
61b9cce478d63d64cd626fe1,Sparkling Light,10000,0,basic,0,1,I hope it’s an xbox.
61b9cce478d63d64cd626fe3,Jellier,20000,0,basic,0,1,It’s slimy and shaky. Try to hold!
61b9cce478d63d64cd626fe2,Wishing Bell,20000,0,basic,0,1,Designed by Santa's helpers to bring holiday vibes into your mining room.
61b9cce478d63d64cd626fe4,RollerArc SX,1000,0,basic,0,2,Long gone prototype miner that was finally uncovered. Season 3 exclusive reward.
61b9cce478d63d64cd626fe5,RollerArc S1,150,0,basic,0,1,This simple miner you just found in the closet is the easiest way to begin your mining journey.
61bb6124698d2f88e80c7736,Rollerfury B8,57900,0,old_merge,1,2,The Rolls Royce of the miners. Absolute luxury class. This machine is designed for miners who don’t mess around and just take the best. Enjoy!
61bb6123698d2f88e80c7731,Gold Digger,45000,0,old_merge,1,1,"The first miner in 1-cell category to compete with 2-cell RollerMiner S9. 500 GH/s more power, less space on the shelf and killer-look - that's the Golden Abyss style. Take the best and beat the rest!"
61bb6123698d2f88e80c772f,El Monstro,330000,0,old_merge,1,2,The red beast from another dimension. Strong enough to change your mining game for ages.
61bb6123698d2f88e80c7730,Chupacabra,42000,0,old_merge,1,1,"The legendary creature, surrounded by mystery for centuries. No one ever saw it... until now."
61bb6123698d2f88e80c7732,Dream Demolisher 3000,210000,0,old_merge,1,2,POWER BEYOND INSANITY. Brought to you by limited anniversary GOLDEN ABYSS series.
61bb6123698d2f88e80c7733,Scarabey,24000,0,old_merge,1,1,"Opening the limited Golden Abyss line of miners, the Scarabey is legally the most beautiful miner on the market. Don't be tricked by its cuteness, this golden bug is strong."
61bb6124698d2f88e80c7735,Rolleron Miner 761,19500,0,old_merge,1,1,"Being the direct competitor of the R4, this miner provides you with 0.2Th/s greater speed for only 2.5 RLT more. If you have money, you might want to spend it on this nice little machine."
61bb6124698d2f88e80c7734,RollerMiner S9,43500,0,old_merge,1,2,"Now you are in the premier league. This powerful machine is for the advanced crypto enthusiast. Owning one of these, you definitely qualify to play with the big dogs."
61bb6124698d2f88e80c7737,Dragonroller 16T,48000,0,old_merge,1,2,It’s not enough for you to play with the big boys but you want to kick ass? Than this should be the least you can start with.
61bb6125698d2f88e80c7738,RollerMiner R4,18000,0,old_merge,1,1,"A middle-class miner for the ambitious part-time crypto enthusiast. Noticeably more powerful than the S5+, this machine will gain you more bitcoins in reward."
61bb6125698d2f88e80c773f,RollerMiner S5+,12000,0,old_merge,1,1,"Don’t get confused with the model name. This S5+ will leave his younger brother S7 far behind in mining power, but it will cost you."
61bb6125698d2f88e80c7744,Rolleron 741,8190,0,old_merge,1,1,"Now we start talking! Owning one of these, you definitely don’t belong to the beginners anymore."
61bb6125698d2f88e80c7745,RollerMiner S7,3960,0,old_merge,1,1,The famous S7 model is where mining starts getting addictive. It is much more powerful as the basic one and will be your first serious purchase you will remember.
61bb6125698d2f88e80c7746,RollerMiner S4,3480,0,old_merge,1,1,"This is our basic miner, the most popular among newbies. So, if you are new to mining, you should definitely check out this one."
61bb6125698d2f88e80c7747,Sunset City,285000,0,old_merge,1,2,Orange tones of the evening sun over the working town inspired this urban themed mining machine.
61bb6126698d2f88e80c7749,Underwater,285000,0,old_merge,1,2,From the depths of the sea it comes. Special water cooling system allows this miner to be deeply appreciated.
61bb6126698d2f88e80c774a,Hokusai,285000,0,old_merge,1,2,"The bloom, the piece, the ocean. Embrace the sensation of the calm wave inside of your mining room!"
61bb6126698d2f88e80c774c,Starground,630000,0,old_merge,1,2,This space explorer will get you to the Moon!
61bb6126698d2f88e80c774b,Retro Night,285000,0,old_merge,1,2,This is how your dream city looks like. Feeling old yet?
61bb6126698d2f88e80c774d,Steamwheedle,1080000,0,old_merge,1,2,"The last train home, or far away from the motherland? Who cares, GET IN this mining machine!"
61bb6126698d2f88e80c7752,Boneyard,2100000,0,old_merge,1,2,The ancient grave of the unknown creatures has been discovered by archeologists and portrayed on this mining machine. Will you dare to own it?
61bb6126698d2f88e80c7758,CP-306,90000,0,old_merge,1,2,Reliable and affordable miner with great cost-efficiency. Only available for purchase in Weekly Offers exclusively.
61bb6126698d2f88e80c7759,TYPE-Z,114000,0,old_merge,1,2,Reliable and affordable miner with great cost-efficiency. Only available for purchase in Weekly Offers exclusively.
61bb6126698d2f88e80c775a,TAPEMAN,76800,0,old_merge,1,2,Reliable and affordable miner with great cost-efficiency. Only available for purchase in Weekly Offers exclusively.
61bb6126698d2f88e80c775b,JBS-144,83100,0,old_merge,1,2,Reliable and affordable miner with great cost-efficiency. Only available for purchase in Weekly Offers exclusively.
61bb6126698d2f88e80c775d,CP-106,33318,0,old_merge,1,1,Reliable and affordable miner with great cost-efficiency. Only available for purchase in Weekly Offers exclusively.
61bb6126698d2f88e80c775e,JBS-200,39000,0,old_merge,1,1,Reliable and affordable miner with great cost-efficiency. Only available for purchase in Weekly Offers exclusively.
61bb6126698d2f88e80c7760,TAPEBOY,36600,0,old_merge,1,1,Reliable and affordable miner with great cost-efficiency. Only available for purchase in Weekly Offers exclusively.
61bb6126698d2f88e80c775f,RollerMillion,3000000,0,old_merge,1,2,"RollerMillion in RollerCoin is something we could never expect! RollerMillion is a limited edition miner dedicated to celebrating 1,000,000 Rollers! This miner is limited to only 1500 Pieces for the whole game!"
61bb6126698d2f88e80c7761,Legacy Hasher 2019,750000,0,old_merge,1,2,Premium and exclusive. This miner was made especially for the players that supported RollerCoin in the Crowdsale 2019 event.
61bb6126698d2f88e80c7766,MINERVERSARY III,2700000,0,old_merge,1,2,
61bb6126698d2f88e80c776c,The Glimpse,150000,0,old_merge,1,1,"The best things in life come in small packages. The Glimpse is tiny, yet powerful enough to light up the whole mining room! Perfection Series Miner."
61bb6127698d2f88e80c776d,Prisma,420000,0,old_merge,1,2,"Straight edges, vibrant colours and tremendous power. 2-Cell miner with 3 massive coolers to get you to the Moon! Perfection Series Miner."
61bb6127698d2f88e80c776f,Perfection,1200000,0,old_merge,1,2,"The PERFECTION is built different. Like clockwork, it’s made of the finest materials and ready for the next level of crypto mining. Perfection Series Miner."
61bb6127698d2f88e80c776e,Aurum,600000,0,old_merge,1,2,Pure gold - solid and cold! The Aurum is a well optimised mining machine with astonishing looks! Perfection Series Miner.
61bb6127698d2f88e80c7771,DOGER 420,597000,0,old_merge,1,2,"Celebrate the DOGE day with a special DOGE miner! It mines, it borks! SUCH DOGE VERY WOW! Only available for purchase during the DOGE days."
61bb6127698d2f88e80c7772,Clover Lover,465000,0,old_merge,1,2,This Irish green miner brings luck to every home it's placed in. The Clover Lover is a unique miner that is on sale only during the St Patrick's event.
61bb6127698d2f88e80c7774,Jack-o'-Miner,299700,0,old_merge,1,2,"Spookiest miner ever. Don't, just don't look him in the eyes! Buy it at your own risk. Available for purchase during Halloween season ONLY."
61bb6127698d2f88e80c7773,Santa Sleigh,480000,0,old_merge,1,2,Christmas vibe is real! Celebrate the day with the new Santa Sleigh miner! Only available for purchase during the New Year season.
61bb6127698d2f88e80c7775,Milly,210000,0,old_merge,1,2,Milly stands for million. A million users in RollerCoin! Celebrate this once in a lifetime moment with a brand new Milly miner!
61bb6127698d2f88e80c777b,Milly Mini,75000,0,old_merge,1,1,Milly Mini is a pretty and affordable version of Milly Miner. Celebrate this once in a lifetime moment with a brand new Milly Mini miner!
61bb6127698d2f88e80c7780,RollerArc SX,3000,0,old_merge,1,2,Long gone prototype miner that was finally uncovered. Season 3 exclusive reward.
61bb6127698d2f88e80c7781,RollerArc S1,450,0,old_merge,1,1,This simple miner you just found in the closet is the easiest way to begin your mining journey.
61e7ffd8a258d581601f8c9e,RollerMillion 2,2000000,0,basic,0,2,"Limited Edition RollerMillion 2 is dedicated to celebrating 2,000,000 Rollers milestone! This extremely powerful miner marks the beginning of a new generation in RollerCoin. It is limited to only 100 Pieces for the whole game!"
61e7ff8aa258d581601dca8e,RollerFamily,800000,249000000,basic,0,2,"Two million Rollers, who could’ve imagined that happening? Celebrate 2,000,000 Users in RollerCoin together with a memorable RollerFamily miner! This miner is limited to only 1500 Pieces for the whole game!"
61f9356a8b46ce688939024b,Chunxi Road,1150000,0,basic,0,2,The power of 10 hundred fireworks is hidden inside of this mining machine. You better not joke with it
61f9356a8b46ce688939024c,Dragon’s Breath,50000,0,basic,0,2,Blow your room up with gleaming sparks and a ton of power with this incredible mining machine!
61f9356a8b46ce688939024e,青火龙 (Azure Dragon),200000,0,basic,0,2,From the deep waters it raised to usher the approaching of a new spring in our mining room.
61f9356a8b46ce688939024f,Emperor's Treasure,40000,0,basic,0,2,It was found in a secret treasury of Ancient Rulers. Will you dare to own it?
61f9356a8b46ce688939024d,黃帝 (Yellow Emperor),200000,0,basic,0,2,"As great and powerful as the Legendary First Emperor of China, this miner will bring wealth and prosperity to its owner for the whole year."
61f9356a8b46ce6889390250,Crimson Bloom,40000,0,basic,0,2,"The moon is full, the time has come. Watch it slowly rising and lighting up the night sky."
61f9356a8b46ce6889390253,Fortune’s Charm,20000,0,basic,0,1,This small miner is believed to attract abundance and wealth to its owner.
61f9356a8b46ce6889390251,King of Beasts,50000,0,basic,0,2,Do you hear this mighty roar? That is the true king!
61f9356a8b46ce6889390252,Crimson Spark,20000,0,basic,0,1,Just a small lantern to light up your miners collection.
62324419a258d5816074aeb1,Clover-n’-Over,530000,149000000,basic,0,2,
622f4123a258d58160a2f1ce,Sovereignty,50000,25000000,basic,0,2,As powerful as fearless Ukrainian defenders. All proceeds will be donated to the Ukrainian Armed Forces.
622f42d9a258d58160aadb92,Unity,50000,25000000,basic,0,2,"Make crypto, not war. Stand with Ukraine! All proceeds will be donated to the Ukraine support foundation."
6244499b42a0cd1b7d67ca1e,Uniminer-42,50000,20000000,basic,0,2,An Ultimate Uniminer is given to you by Future-You! Future-You wants you to mine faster than he did. And you know what? It worked! Time Travel Series Miner.
624449f142a0cd1b7d693be8,Minerzaurus,1,100000,basic,0,1,"He mined his way from Mezozoic Era to let you know that it's your day! This cute little fellow is much more powerfull than you think, Roller. Time Travel Series Miner."
62444c9142a0cd1b7d749f2a,Petroglyph,25000,11000000,basic,0,2,"Did you know, that a pre-historic version of Crypto was dug out recently? It is not a deer, it is a pre-historic mining hamster. Time Travel Series Miner."
62444dee42a0cd1b7d7a2222,The Sacrifice,35000,14000000,basic,0,2,No more hamster sacrifices to be made for the Mining Gods to be pleased. Simply get this sacred miner in your room and make sure it has an honorable place on your rack! Time Travel Series Miner.
62444e1b42a0cd1b7d7ae198,Acropolis,50000,20000000,basic,0,2,One of the most beautiful structures in the World. And Greek gods totally support mining! Time Travel Series Miner.
62444e4f42a0cd1b7d7bce01,Ramesses II,65000,25000000,basic,0,2,"Named after the greatest Pharaoh, this miner holds the power of all Ancient Egyptian deities. Will you dare to own it? Time Travel Series Miner."
62444e8a42a0cd1b7d7ccef3,Richie's Castle,80000,30000000,basic,0,2,Ever dreamed of being a King or a Queen in your own castle? Mini-servants are waiting inside to mine for you! Time Travel Series Miner.
62444ec242a0cd1b7d7dc2b0,Roller Industries Co.,120000,45000000,basic,0,2,"Now that is what we call Mining Industry! Make it gain maximum speed to produce the most coins for you. Air pollution, taxes and staff strikes sold separately. Time Travel Series Miner."
62444ef542a0cd1b7d7eaee4,Think-Tronik,180000,65000000,basic,0,2,"Beep, beep... Calculating your personality. 1, 2, 3... Please enter the password to your brain! Beep! This Time Travel Series miner was named after Think-Tronik in our Discord community."
62444f3642a0cd1b7d7fe748,Minellite-130,130000,50000000,basic,0,1,"This could have been the point where Starlink turns to Skyline, but Elon III Musk managed to re-programm it to mining. Time Travel Series Miner."
62447d7842a0cd1b7d324dcf,Saturn-6,300000,10000000,basic,0,2,Now flying to Saturn is more like a business trip. Centuries of studying proved that the rings of this gas giant contain a lot of Space Crypto. Grab your space shovel and join the space-crypto fewer! Time Travel Series Miner.
62447dbe42a0cd1b7d3350b0,AI-miner,200000,70000000,basic,0,1,"Introducing the AI-miner! Powerfull, concentrated and very smart. He literally knows everything, and after few years of calculating he chose mining crypto as the best way to help humans prosper. Time Travel Series Miner."
62447dd842a0cd1b7d33b139,RollerFuture,500000,150000000,basic,0,2,Everyone knows that crypto is the future of money. But what if we told you that RLT is the future of crypto? Think about it. Time Travel Series Miner.
6231c3cda258d58160d53607,JPEG Collectooor,100000,0,basic,0,2,Everybody gangsta until “Save image as…”
62553d1342a0cd1b7dd31292,Golden Fleece,500000,140000000,basic,0,2,"Like sheepshearing, but you get crypto instead of wool. This miner is one of the ten selected winners of the Miners Art Contest: Ancient Myths. Created by "
62553d5642a0cd1b7dd3d7a3,Mahakala,120000,38000000,basic,0,2,One of the amazing powers of this demon-god is making you wealthy! This miner is one of the ten selected winners of the Miners Art Contest: Ancient Myths. Created by 
62553d7b42a0cd1b7dd45438,The Minertaur,100000,33000000,basic,0,2,A bunch of coins behind every corner — new version of The Maze! This miner is one of the ten selected winners of the Miners Art Contest: Ancient Myths. Created by 
62553dd842a0cd1b7dd592eb,The Black Pearl,50000,17000000,basic,0,2,"Mine what you can, give nothing back! This miner is one of the ten selected winners of the Miners Art Contest: Ancient Myths. Created by "
